method,domain,n_repeats,coverage_mean,coverage_std,coverage_5pct,coverage_95pct,mean_length,mean_interval_score,bin_1_coverage_mean,bin_2_coverage_mean,bin_3_coverage_mean,bin_4_coverage_mean,bin_5_coverage_mean,worst_bin_coverage_mean
split_cp,source,200,0.9013849999999999,0.015088868238659191,0.87583,0.92544,1.577557654190054,2.1011536816620393,0.9971749999999999,0.97274,0.91949,0.845495,0.772025,0.772025
split_cp,target_s1,200,0.807089,0.02247721524177597,0.76918,0.8423099999999999,1.577557654190054,2.7559897284309143,0.9151100000000001,0.8275299999999999,0.78763,0.76335,0.7418250000000001,0.7418250000000001
