method,domain,scenario,seed,q,coverage,mean_length,mean_interval_score,bin_1_coverage,bin_2_coverage,bin_3_coverage,bin_4_coverage,bin_5_coverage
split_cp,target_s1,S1,20260832,0.805941771425692,0.818,1.611883542851384,2.715223321920736,0.923,0.835,0.818,0.758,0.756
split_cp,source,S0,20260833,0.7433602561491506,0.8844,1.4867205122983014,2.0961582529997496,0.997,0.965,0.907,0.817,0.736
split_cp,target_s1,S1,20260833,0.7433602561491506,0.778,1.4867205122983014,2.847120107471416,0.894,0.815,0.766,0.711,0.704
split_cp,source,S0,20260834,0.7636114091920363,0.8952,1.5272228183840724,2.1301559735405227,0.997,0.979,0.901,0.839,0.76
split_cp,target_s1,S1,20260834,0.7636114091920363,0.799,1.5272228183840724,2.7662557076340004,0.897,0.813,0.798,0.753,0.734
split_cp,source,S0,20260835,0.8397384255687048,0.9204,1.6794768511374092,2.0690216367077126,0.999,0.984,0.947,0.864,0.808
split_cp,target_s1,S1,20260835,0.8397384255687048,0.8374,1.6794768511374092,2.6413015777986217,0.925,0.84,0.826,0.82,0.776
split_cp,source,S0,20260836,0.7547705881206986,0.8878,1.5095411762413968,2.107860333163866,0.997,0.963,0.909,0.841,0.729
split_cp,target_s1,S1,20260836,0.7547705881206986,0.7726,1.5095411762413968,2.915440391888619,0.889,0.817,0.755,0.693,0.709
split_cp,source,S0,20260837,0.8240128764999763,0.9158,1.6480257529999527,2.0962173702640743,0.999,0.979,0.932,0.869,0.8
split_cp,target_s1,S1,20260837,0.8240128764999763,0.8152,1.6480257529999527,2.714599901576727,0.929,0.839,0.808,0.767,0.733
split_cp,source,S0,20260838,0.7989218872651733,0.904,1.5978437745303466,2.0739501556917106,0.996,0.971,0.925,0.852,0.776
split_cp,target_s1,S1,20260838,0.7989218872651733,0.815,1.5978437745303466,2.784997752882585,0.916,0.838,0.815,0.767,0.739
split_cp,source,S0,20260839,0.8269162795906815,0.9142,1.6538325591813634,2.0703184681440545,0.999,0.993,0.924,0.868,0.787
split_cp,target_s1,S1,20260839,0.8269162795906815,0.8322,1.6538325591813634,2.620134290129259,0.934,0.856,0.817,0.787,0.767
split_cp,source,S0,20260840,0.8550175601413247,0.9272,1.7100351202826496,2.0959810034976583,1.0,0.982,0.943,0.893,0.818
split_cp,target_s1,S1,20260840,0.8550175601413247,0.8486,1.7100351202826496,2.6481364592493164,0.955,0.859,0.83,0.805,0.794
split_cp,source,S0,20260841,0.836429831185025,0.9238,1.6728596623700498,2.0720331252060626,0.999,0.983,0.937,0.883,0.817
split_cp,target_s1,S1,20260841,0.836429831185025,0.8362,1.6728596623700498,2.608965781923846,0.939,0.869,0.816,0.777,0.78
split_cp,source,S0,20260842,0.7860187991448165,0.9034,1.572037598289633,2.0923298178207594,0.998,0.977,0.928,0.853,0.761
split_cp,target_s1,S1,20260842,0.7860187991448165,0.7974,1.572037598289633,2.8716058236787547,0.915,0.825,0.778,0.747,0.722
split_cp,source,S0,20260843,0.8071515770308003,0.9126,1.6143031540616009,2.0823925664812624,0.997,0.979,0.918,0.854,0.815
split_cp,target_s1,S1,20260843,0.8071515770308003,0.8168,1.6143031540616009,2.7695125986792632,0.936,0.845,0.801,0.748,0.754
split_cp,source,S0,20260844,0.8456953933384894,0.9226,1.691390786676979,2.0942467774046416,0.998,0.987,0.947,0.877,0.804
split_cp,target_s1,S1,20260844,0.8456953933384894,0.8418,1.691390786676979,2.633202444306859,0.944,0.857,0.835,0.786,0.787
split_cp,source,S0,20260845,0.7294236390316545,0.8774,1.4588472780633093,2.1244545197919544,0.996,0.962,0.9,0.803,0.726
split_cp,target_s1,S1,20260845,0.7294236390316545,0.7688,1.4588472780633093,2.9407868647142674,0.91,0.791,0.758,0.7,0.685
split_cp,source,S0,20260846,0.8791648944425228,0.9322,1.7583297888850458,2.0997110982756153,0.998,0.984,0.95,0.899,0.83
split_cp,target_s1,S1,20260846,0.8791648944425228,0.8444,1.7583297888850458,2.6348700806541694,0.931,0.86,0.827,0.812,0.792
split_cp,source,S0,20260847,0.8121807810764915,0.9078,1.6243615621529828,2.1109268546811064,0.998,0.986,0.933,0.836,0.786
split_cp,target_s1,S1,20260847,0.8121807810764915,0.8124,1.6243615621529828,2.812597505603903,0.925,0.832,0.785,0.765,0.755
split_cp,source,S0,20260848,0.7826116111229496,0.8966,1.5652232222458993,2.0923041350767,0.995,0.964,0.914,0.852,0.758
split_cp,target_s1,S1,20260848,0.7826116111229496,0.8042,1.5652232222458993,2.7735965858928218,0.914,0.827,0.777,0.763,0.74
split_cp,source,S0,20260849,0.8058468251980048,0.9122,1.6116936503960098,2.057248839021602,0.995,0.978,0.924,0.862,0.802
split_cp,target_s1,S1,20260849,0.8058468251980048,0.8186,1.6116936503960098,2.716634472302724,0.917,0.852,0.796,0.779,0.749
split_cp,source,S0,20260850,0.7578776419470513,0.895,1.5157552838941029,2.0905401311482645,0.996,0.971,0.922,0.824,0.762
split_cp,target_s1,S1,20260850,0.7578776419470513,0.805,1.5157552838941029,2.722472967699305,0.915,0.835,0.777,0.757,0.741
split_cp,source,S0,20260851,0.8031814235041428,0.9098,1.6063628470082854,2.064795899298035,0.998,0.969,0.934,0.846,0.802
split_cp,target_s1,S1,20260851,0.8031814235041428,0.8052,1.6063628470082851,2.7818912980472303,0.914,0.823,0.766,0.795,0.728
split_cp,source,S0,20260852,0.7527775279877575,0.8882,1.5055550559755153,2.114892253480443,1.0,0.971,0.9,0.816,0.754
split_cp,target_s1,S1,20260852,0.7527775279877575,0.7936,1.5055550559755153,2.79453656504727,0.905,0.81,0.782,0.744,0.727
split_cp,source,S0,20260853,0.8090248767699602,0.9068,1.6180497535399205,2.1441511861593106,0.997,0.984,0.934,0.848,0.771
split_cp,target_s1,S1,20260853,0.8090248767699602,0.828,1.6180497535399205,2.668918597828815,0.918,0.857,0.798,0.796,0.771
split_cp,source,S0,20260854,0.8253681274948959,0.9088,1.6507362549897917,2.1513130052990044,1.0,0.985,0.927,0.856,0.776
split_cp,target_s1,S1,20260854,0.8253681274948959,0.829,1.6507362549897917,2.6890436361998598,0.925,0.839,0.831,0.779,0.771
split_cp,source,S0,20260855,0.7992351970612429,0.9072,1.598470394122486,2.0986003517564966,0.995,0.977,0.923,0.869,0.772
split_cp,target_s1,S1,20260855,0.7992351970612429,0.8096,1.598470394122486,2.70869063447365,0.917,0.833,0.769,0.754,0.775
split_cp,source,S0,20260856,0.8060299722812813,0.9048,1.6120599445625623,2.076373721563716,0.999,0.976,0.92,0.83,0.799
split_cp,target_s1,S1,20260856,0.8060299722812813,0.8218,1.6120599445625623,2.698862417378047,0.915,0.849,0.807,0.783,0.755
split_cp,source,S0,20260857,0.781514402089053,0.8974,1.5630288041781062,2.10139127385144,0.997,0.967,0.911,0.842,0.77
split_cp,target_s1,S1,20260857,0.781514402089053,0.8062,1.5630288041781062,2.6660197828603107,0.913,0.839,0.777,0.772,0.73
split_cp,source,S0,20260858,0.7168143335531565,0.8632,1.4336286671063128,2.217071482851302,0.992,0.963,0.864,0.802,0.695
split_cp,target_s1,S1,20260858,0.7168143335531565,0.7804,1.4336286671063128,2.803407257268071,0.879,0.81,0.774,0.741,0.698
split_cp,source,S0,20260859,0.7597096031932835,0.897,1.5194192063865675,2.0340432264195147,0.997,0.976,0.91,0.83,0.772
split_cp,target_s1,S1,20260859,0.7597096031932835,0.8008,1.5194192063865675,2.7839302730345947,0.9,0.812,0.789,0.748,0.755
split_cp,source,S0,20260860,0.7343991691703204,0.882,1.4687983383406407,2.0877370870745637,0.993,0.965,0.89,0.795,0.767
split_cp,target_s1,S1,20260860,0.7343991691703204,0.772,1.4687983383406407,2.8635319585743715,0.899,0.785,0.757,0.72,0.699
split_cp,source,S0,20260861,0.7713210172841383,0.9,1.542642034568276,2.1023609519682105,0.999,0.968,0.924,0.826,0.783
split_cp,target_s1,S1,20260861,0.7713210172841383,0.7948,1.542642034568276,2.8551688464952876,0.919,0.815,0.772,0.751,0.717
split_cp,source,S0,20260862,0.8017080099109548,0.9088,1.6034160198219098,2.128666420059523,0.996,0.98,0.932,0.863,0.773
split_cp,target_s1,S1,20260862,0.8017080099109548,0.8178,1.6034160198219098,2.71159865737406,0.932,0.82,0.803,0.797,0.737
split_cp,source,S0,20260863,0.8547467943249695,0.9232,1.7094935886499392,2.128972665495507,0.998,0.98,0.937,0.88,0.821
split_cp,target_s1,S1,20260863,0.8547467943249695,0.8384,1.7094935886499392,2.670928996389899,0.95,0.863,0.799,0.798,0.782
split_cp,source,S0,20260864,0.7964758401207669,0.902,1.5929516802415336,2.0738346737419713,0.996,0.978,0.907,0.853,0.776
split_cp,target_s1,S1,20260864,0.7964758401207669,0.8192,1.5929516802415336,2.7124094158504297,0.929,0.815,0.809,0.775,0.768
split_cp,source,S0,20260865,0.7699544201420294,0.8954,1.539908840284059,2.108132064940016,0.994,0.976,0.911,0.831,0.765
split_cp,target_s1,S1,20260865,0.7699544201420294,0.7994,1.539908840284059,2.797664115607992,0.926,0.803,0.78,0.775,0.713
split_cp,source,S0,20260866,0.8880743455418909,0.9334,1.7761486910837816,2.1068215042419434,0.999,0.993,0.959,0.894,0.822
split_cp,target_s1,S1,20260866,0.8880743455418909,0.8604,1.7761486910837816,2.5698701074793666,0.958,0.889,0.84,0.814,0.801
split_cp,source,S0,20260867,0.8489798244635411,0.9268,1.697959648927082,2.0703114377141167,1.0,0.988,0.95,0.891,0.805
split_cp,target_s1,S1,20260867,0.8489798244635411,0.8368,1.697959648927082,2.6621290010565324,0.941,0.854,0.821,0.784,0.784
split_cp,source,S0,20260868,0.7392675261156669,0.8868,1.4785350522313336,2.0856862278078925,0.996,0.961,0.892,0.836,0.749
split_cp,target_s1,S1,20260868,0.7392675261156669,0.7798,1.4785350522313336,2.8579181392575634,0.892,0.787,0.747,0.734,0.739
split_cp,source,S0,20260869,0.8301158855150161,0.9104,1.6602317710300323,2.1212392605083545,0.999,0.975,0.927,0.855,0.796
split_cp,target_s1,S1,20260869,0.8301158855150161,0.8242,1.6602317710300323,2.7082838724372964,0.938,0.842,0.821,0.77,0.75
split_cp,source,S0,20260870,0.7227894436763472,0.881,1.445578887352694,2.0838418345869614,0.998,0.963,0.902,0.819,0.723
split_cp,target_s1,S1,20260870,0.7227894436763472,0.774,1.445578887352694,2.8321948048668615,0.897,0.803,0.743,0.738,0.689
split_cp,source,S0,20260871,0.8173474782197818,0.9138,1.6346949564395636,2.0937129134514123,0.999,0.974,0.937,0.864,0.795
split_cp,target_s1,S1,20260871,0.8173474782197818,0.8132,1.6346949564395636,2.817531796078084,0.923,0.83,0.811,0.765,0.737
split_cp,source,S0,20260872,0.7720324131133995,0.8952,1.5440648262267995,2.146828526728056,0.995,0.973,0.915,0.836,0.757
split_cp,target_s1,S1,20260872,0.7720324131133995,0.8032,1.5440648262267995,2.7842160436656793,0.913,0.812,0.782,0.773,0.736
split_cp,source,S0,20260873,0.8559741310988205,0.9294,1.7119482621976412,2.0330536208590457,0.998,0.985,0.946,0.882,0.836
split_cp,target_s1,S1,20260873,0.8559741310988205,0.8458,1.7119482621976412,2.6448762070286707,0.942,0.858,0.837,0.814,0.778
split_cp,source,S0,20260874,0.8231327598338802,0.91,1.646265519667761,2.0948144805732114,0.998,0.978,0.924,0.869,0.781
split_cp,target_s1,S1,20260874,0.8231327598338802,0.825,1.646265519667761,2.684826128940705,0.929,0.833,0.805,0.787,0.771
split_cp,source,S0,20260875,0.746803394862976,0.8874,1.493606789725952,2.1105242612174586,0.994,0.967,0.903,0.82,0.753
split_cp,target_s1,S1,20260875,0.746803394862976,0.7846,1.493606789725952,2.8711708340231947,0.908,0.79,0.763,0.734,0.728
split_cp,source,S0,20260876,0.7763990852990581,0.8958,1.5527981705981162,2.1215331358026557,0.997,0.968,0.915,0.842,0.757
split_cp,target_s1,S1,20260876,0.7763990852990581,0.8002,1.5527981705981162,2.7380127425601737,0.907,0.836,0.787,0.757,0.714
split_cp,source,S0,20260877,0.7745654898320723,0.899,1.549130979664145,2.0888980229783423,0.997,0.972,0.922,0.843,0.761
split_cp,target_s1,S1,20260877,0.7745654898320723,0.7996,1.549130979664145,2.807138988232619,0.915,0.837,0.77,0.747,0.729
split_cp,source,S0,20260878,0.8536964808097066,0.9208,1.707392961619414,2.1136217975125513,0.999,0.983,0.937,0.87,0.815
split_cp,target_s1,S1,20260878,0.8536964808097066,0.8348,1.7073929616194135,2.729588024818744,0.943,0.846,0.824,0.779,0.782
split_cp,source,S0,20260879,0.803863206516019,0.9006,1.607726413032038,2.1320967893582723,0.996,0.976,0.921,0.835,0.775
split_cp,target_s1,S1,20260879,0.803863206516019,0.8154,1.607726413032038,2.756619960070319,0.939,0.834,0.786,0.769,0.749
split_cp,source,S0,20260880,0.7652125706118862,0.8972,1.5304251412237726,2.0479966160172887,0.997,0.98,0.921,0.843,0.745
split_cp,target_s1,S1,20260880,0.7652125706118862,0.7796,1.5304251412237726,2.8699607439649903,0.909,0.812,0.768,0.721,0.688
split_cp,source,S0,20260881,0.7983792557569259,0.9104,1.5967585115138514,2.062965261020877,0.999,0.978,0.918,0.862,0.795
split_cp,target_s1,S1,20260881,0.7983792557569259,0.8122,1.5967585115138514,2.7232979397294965,0.92,0.835,0.79,0.75,0.766
split_cp,source,S0,20260882,0.7891370735066253,0.8988,1.5782741470132504,2.147718943251064,0.998,0.968,0.929,0.843,0.756
split_cp,target_s1,S1,20260882,0.7891370735066253,0.8024,1.5782741470132504,2.8462724387089673,0.895,0.846,0.777,0.748,0.746
split_cp,source,S0,20260883,0.8326317645494701,0.9168,1.6652635290989406,2.073030563722845,0.999,0.981,0.945,0.865,0.794
split_cp,target_s1,S1,20260883,0.8326317645494701,0.827,1.6652635290989406,2.69083623986105,0.936,0.846,0.81,0.792,0.751
split_cp,source,S0,20260884,0.7262954410433256,0.882,1.4525908820866515,2.1231368903588455,0.995,0.962,0.899,0.813,0.741
split_cp,target_s1,S1,20260884,0.7262954410433256,0.7706,1.4525908820866515,2.867426966762032,0.897,0.79,0.742,0.713,0.711
split_cp,source,S0,20260885,0.7963147198123971,0.9102,1.592629439624794,2.039807853621899,0.999,0.979,0.938,0.838,0.797
split_cp,target_s1,S1,20260885,0.7963147198123971,0.8112,1.592629439624794,2.706218590359141,0.914,0.827,0.784,0.778,0.753
split_cp,source,S0,20260886,0.8005114671372054,0.9118,1.6010229342744111,2.072264466805239,0.996,0.978,0.937,0.861,0.787
split_cp,target_s1,S1,20260886,0.8005114671372054,0.8112,1.6010229342744111,2.761290075172765,0.915,0.818,0.797,0.774,0.752
split_cp,source,S0,20260887,0.7078123491236497,0.8676,1.4156246982472993,2.1468629076280124,0.997,0.953,0.876,0.789,0.723
split_cp,target_s1,S1,20260887,0.7078123491236497,0.7588,1.4156246982472993,2.9445774214907097,0.898,0.767,0.735,0.714,0.68
split_cp,source,S0,20260888,0.787850611236804,0.8986,1.575701222473608,2.0994316149513246,1.0,0.979,0.923,0.835,0.756
split_cp,target_s1,S1,20260888,0.787850611236804,0.812,1.575701222473608,2.709487685695827,0.901,0.836,0.798,0.783,0.742
split_cp,source,S0,20260889,0.858052659908048,0.92,1.716105319816096,2.117765599076991,0.998,0.982,0.94,0.881,0.799
split_cp,target_s1,S1,20260889,0.858052659908048,0.8444,1.716105319816096,2.6079232828163703,0.922,0.88,0.823,0.824,0.773
split_cp,source,S0,20260890,0.7655678106160398,0.8954,1.53113562123208,2.074050731522649,0.998,0.968,0.897,0.84,0.774
split_cp,target_s1,S1,20260890,0.7655678106160398,0.7962,1.53113562123208,2.7506593487349376,0.915,0.814,0.78,0.722,0.75
split_cp,source,S0,20260891,0.8819253268559237,0.9292,1.7638506537118475,2.111992833838689,1.0,0.99,0.932,0.896,0.828
split_cp,target_s1,S1,20260891,0.8819253268559237,0.8518,1.7638506537118475,2.6237715610296903,0.959,0.856,0.824,0.833,0.787
split_cp,source,S0,20260892,0.8275514720945141,0.914,1.6551029441890286,2.125106671925415,0.998,0.985,0.935,0.884,0.768
split_cp,target_s1,S1,20260892,0.8275514720945141,0.8374,1.6551029441890286,2.627153448469289,0.931,0.867,0.801,0.796,0.792
split_cp,source,S0,20260893,0.7750921253497203,0.8966,1.5501842506994405,2.1044503874277694,0.998,0.975,0.922,0.823,0.765
split_cp,target_s1,S1,20260893,0.7750921253497203,0.8018,1.5501842506994405,2.7675313380213056,0.914,0.835,0.757,0.762,0.741
split_cp,source,S0,20260894,0.7498004513717555,0.8892,1.499600902743511,2.0943837456039813,0.997,0.97,0.906,0.826,0.747
split_cp,target_s1,S1,20260894,0.7498004513717555,0.7996,1.499600902743511,2.7618474277983447,0.913,0.793,0.788,0.761,0.743
split_cp,source,S0,20260895,0.8082903547592885,0.9098,1.6165807095185767,2.0623698730429116,1.0,0.974,0.929,0.849,0.797
split_cp,target_s1,S1,20260895,0.8082903547592885,0.8272,1.6165807095185767,2.5306377856118676,0.909,0.834,0.82,0.783,0.79
split_cp,source,S0,20260896,0.7149022991898837,0.8666,1.4298045983797676,2.157112970728101,0.989,0.962,0.881,0.792,0.709
split_cp,target_s1,S1,20260896,0.7149022991898837,0.7622,1.4298045983797676,2.921249060824047,0.881,0.779,0.74,0.715,0.696
split_cp,source,S0,20260897,0.7683048386689786,0.888,1.536609677337957,2.168554308387016,0.993,0.968,0.912,0.829,0.738
split_cp,target_s1,S1,20260897,0.7683048386689786,0.79,1.536609677337957,2.8374578196117493,0.902,0.825,0.774,0.741,0.708
split_cp,source,S0,20260898,0.8246688065165015,0.9128,1.6493376130330026,2.1153512744982153,0.998,0.981,0.926,0.864,0.795
split_cp,target_s1,S1,20260898,0.8246688065165015,0.8214,1.6493376130330026,2.6450796309065625,0.92,0.843,0.797,0.77,0.777
split_cp,source,S0,20260899,0.7636567671146175,0.9048,1.527313534229235,2.0460869294122563,1.0,0.973,0.935,0.847,0.769
split_cp,target_s1,S1,20260899,0.7636567671146175,0.7946,1.527313534229235,2.873503808067995,0.911,0.821,0.798,0.743,0.7
split_cp,source,S0,20260900,0.777305660288196,0.9086,1.5546113205763918,2.0076187592713444,0.999,0.972,0.93,0.852,0.79
split_cp,target_s1,S1,20260900,0.777305660288196,0.8044,1.5546113205763918,2.7198787513012235,0.921,0.818,0.798,0.738,0.747
split_cp,source,S0,20260901,0.7820762955069054,0.906,1.5641525910138108,2.0573793746835407,0.999,0.967,0.919,0.864,0.781
split_cp,target_s1,S1,20260901,0.7820762955069054,0.8106,1.5641525910138105,2.7741742116790578,0.93,0.83,0.789,0.767,0.737
split_cp,source,S0,20260902,0.7612911989675936,0.8892,1.522582397935187,2.1461851156292466,0.993,0.972,0.912,0.818,0.751
split_cp,target_s1,S1,20260902,0.7612911989675936,0.7902,1.522582397935187,2.7828853942472764,0.914,0.8,0.774,0.738,0.725
split_cp,source,S0,20260903,0.7782312124078072,0.8972,1.5564624248156143,2.126291118890137,0.995,0.979,0.902,0.837,0.773
split_cp,target_s1,S1,20260903,0.7782312124078072,0.807,1.5564624248156143,2.738148865857335,0.933,0.812,0.779,0.765,0.746
split_cp,source,S0,20260904,0.767432495888767,0.8924,1.5348649917775339,2.1363362142420335,0.996,0.969,0.901,0.837,0.759
split_cp,target_s1,S1,20260904,0.767432495888767,0.7968,1.5348649917775339,2.7459491797353452,0.904,0.814,0.781,0.747,0.738
split_cp,source,S0,20260905,0.7287150857972386,0.876,1.4574301715944777,2.14558511945125,0.993,0.96,0.902,0.801,0.724
split_cp,target_s1,S1,20260905,0.7287150857972386,0.7706,1.4574301715944777,2.880984167399793,0.894,0.788,0.76,0.724,0.687
split_cp,source,S0,20260906,0.7767677069339716,0.9028,1.553535413867943,2.09971072034097,1.0,0.972,0.928,0.834,0.78
split_cp,target_s1,S1,20260906,0.7767677069339716,0.8006,1.553535413867943,2.8073650718073595,0.909,0.819,0.788,0.756,0.731
split_cp,source,S0,20260907,0.7025191949598873,0.8724,1.4050383899197743,2.090088077388939,0.994,0.958,0.879,0.798,0.733
split_cp,target_s1,S1,20260907,0.7025191949598873,0.7626,1.4050383899197743,2.847172769623181,0.875,0.808,0.729,0.709,0.692
split_cp,source,S0,20260908,0.8369395321789177,0.9162,1.6738790643578356,2.116279556307377,1.0,0.981,0.933,0.871,0.796
split_cp,target_s1,S1,20260908,0.8369395321789177,0.833,1.6738790643578356,2.6260591571126737,0.922,0.85,0.827,0.804,0.762
split_cp,source,S0,20260909,0.7674894723028236,0.898,1.5349789446056474,2.073016755307497,0.998,0.963,0.897,0.851,0.781
split_cp,target_s1,S1,20260909,0.7674894723028236,0.7948,1.5349789446056474,2.8026262345088586,0.904,0.805,0.768,0.766,0.731
split_cp,source,S0,20260910,0.7419535117863149,0.8874,1.48390702357263,2.067147313178923,0.995,0.965,0.894,0.831,0.752
split_cp,target_s1,S1,20260910,0.7419535117863149,0.7928,1.48390702357263,2.8328923756819333,0.893,0.831,0.775,0.751,0.714
split_cp,source,S0,20260911,0.7446450363580741,0.8862,1.4892900727161482,2.0991047797846236,0.997,0.953,0.902,0.828,0.751
split_cp,target_s1,S1,20260911,0.7446450363580741,0.765,1.4892900727161482,2.974922028067291,0.884,0.786,0.737,0.737,0.681
split_cp,source,S0,20260912,0.7570509190149592,0.8916,1.5141018380299187,2.105768951441856,0.992,0.97,0.912,0.827,0.757
split_cp,target_s1,S1,20260912,0.7570509190149592,0.7888,1.5141018380299187,2.805837971436758,0.898,0.803,0.791,0.707,0.745
split_cp,source,S0,20260913,0.8238913482436803,0.9106,1.647782696487361,2.1022357213368608,0.998,0.973,0.925,0.868,0.789
split_cp,target_s1,S1,20260913,0.8238913482436803,0.8172,1.647782696487361,2.7636013332724616,0.935,0.833,0.807,0.773,0.738
split_cp,source,S0,20260914,0.7696053484458022,0.894,1.5392106968916046,2.1409317039803066,0.996,0.977,0.916,0.822,0.759
split_cp,target_s1,S1,20260914,0.7696053484458022,0.802,1.5392106968916046,2.772932626353841,0.916,0.809,0.776,0.768,0.741
split_cp,source,S0,20260915,0.8431861675804314,0.9182,1.6863723351608628,2.11730950396738,0.998,0.982,0.941,0.874,0.796
split_cp,target_s1,S1,20260915,0.8431861675804314,0.8392,1.6863723351608628,2.6070398248317925,0.915,0.859,0.826,0.8,0.796
split_cp,source,S0,20260916,0.7762254259812044,0.901,1.5524508519624087,2.0711244513578504,0.999,0.984,0.916,0.856,0.75
split_cp,target_s1,S1,20260916,0.7762254259812044,0.7942,1.5524508519624087,2.804268159253931,0.905,0.813,0.773,0.764,0.716
split_cp,source,S0,20260917,0.8444811600525362,0.9224,1.6889623201050723,2.1142582499592293,0.997,0.981,0.941,0.886,0.807
split_cp,target_s1,S1,20260917,0.8444811600525362,0.83,1.6889623201050723,2.6913713791616494,0.936,0.849,0.815,0.782,0.768
split_cp,source,S0,20260918,0.7303295146678551,0.8818,1.4606590293357102,2.061409762742304,0.992,0.95,0.906,0.812,0.749
split_cp,target_s1,S1,20260918,0.7303295146678551,0.7756,1.4606590293357102,2.89875051417363,0.884,0.802,0.752,0.748,0.692
split_cp,source,S0,20260919,0.7910117875642042,0.8992,1.5820235751284082,2.08884429379362,0.998,0.97,0.912,0.839,0.777
split_cp,target_s1,S1,20260919,0.7910117875642042,0.811,1.5820235751284082,2.7517810516309233,0.918,0.826,0.769,0.781,0.761
split_cp,source,S0,20260920,0.8244993740435985,0.9154,1.6489987480871968,2.099306502715306,0.999,0.98,0.937,0.876,0.785
split_cp,target_s1,S1,20260920,0.8244993740435985,0.8264,1.6489987480871968,2.6607888266352346,0.916,0.845,0.82,0.777,0.774
split_cp,source,S0,20260921,0.8086716374538645,0.9044,1.6173432749077288,2.1378443945000423,0.997,0.975,0.939,0.841,0.77
split_cp,target_s1,S1,20260921,0.8086716374538645,0.82,1.6173432749077288,2.753162002964801,0.926,0.844,0.815,0.756,0.759
split_cp,source,S0,20260922,0.7703049917090621,0.8958,1.5406099834181237,2.137276581623351,0.993,0.971,0.918,0.857,0.74
split_cp,target_s1,S1,20260922,0.7703049917090621,0.797,1.5406099834181237,2.740516922776591,0.912,0.839,0.77,0.737,0.727
split_cp,source,S0,20260923,0.8454978290572264,0.9254,1.6909956581144527,2.0688514792167676,0.999,0.984,0.947,0.881,0.816
split_cp,target_s1,S1,20260923,0.8454978290572264,0.8348,1.6909956581144527,2.670447468378018,0.942,0.849,0.82,0.79,0.773
split_cp,source,S0,20260924,0.7806542362085847,0.906,1.561308472417169,2.0534831335170125,0.999,0.971,0.936,0.833,0.791
split_cp,target_s1,S1,20260924,0.7806542362085847,0.8028,1.561308472417169,2.7725437437234928,0.917,0.83,0.758,0.77,0.739
split_cp,source,S0,20260925,0.8798861037646408,0.9296,1.7597722075292812,2.136290141853345,1.0,0.985,0.946,0.886,0.831
split_cp,target_s1,S1,20260925,0.8798861037646408,0.8556,1.7597722075292812,2.6045906115767097,0.945,0.871,0.847,0.813,0.802
split_cp,source,S0,20260926,0.8311126810048692,0.916,1.6622253620097385,2.0836132524096698,1.0,0.981,0.925,0.861,0.813
split_cp,target_s1,S1,20260926,0.8311126810048692,0.8384,1.6622253620097385,2.5630297456579765,0.94,0.838,0.829,0.778,0.807
split_cp,source,S0,20260927,0.7637028083629295,0.8948,1.527405616725859,2.1173247671300977,0.995,0.964,0.914,0.833,0.768
split_cp,target_s1,S1,20260927,0.7637028083629295,0.796,1.5274056167258592,2.7567258009857136,0.889,0.825,0.79,0.746,0.73
split_cp,source,S0,20260928,0.7780506791475814,0.9068,1.5561013582951626,2.0474031146421323,0.998,0.977,0.911,0.857,0.791
split_cp,target_s1,S1,20260928,0.7780506791475814,0.7964,1.5561013582951626,2.8379537099851904,0.902,0.826,0.79,0.739,0.725
split_cp,source,S0,20260929,0.803707796285887,0.9048,1.6074155925717741,2.1063043881008117,0.999,0.973,0.94,0.851,0.761
split_cp,target_s1,S1,20260929,0.803707796285887,0.818,1.6074155925717741,2.698703707373186,0.934,0.816,0.8,0.781,0.759
