method,n_repeats,coverage_mean,coverage_std,coverage_5pct,coverage_95pct,mean_length,mean_interval_score,bin_1_coverage_mean,bin_2_coverage_mean,bin_3_coverage_mean,bin_4_coverage_mean,bin_5_coverage_mean,worst_bin_coverage_mean
m0_gaussian,200,0.8987229999999999,0.012237887910195635,0.8776,0.91803,1.5609021270444061,2.0987388012819372,0.9970649999999999,0.97142,0.916645,0.8414600000000001,0.767025,0.767025
split_cp,200,0.9013849999999999,0.015088868238659191,0.87583,0.92544,1.577557654190054,2.1011536816620393,0.9971749999999999,0.97274,0.91949,0.845495,0.772025,0.772025
