method,scenario,seed,q,coverage,mean_length,mean_interval_score,bin_1_coverage,bin_2_coverage,bin_3_coverage,bin_4_coverage,bin_5_coverage,ess,max_weight,infinite_interval_rate
oracle_wcp,S1,20260899,1.037231629506143,0.9212,2.074463259012286,2.5006002805927645,0.982,0.938,0.922,0.883,0.881,207.94746257297933,10.989449096687336,0.0
split_cp,S1,20260900,0.777305660288196,0.8024,1.5546113205763918,2.6768978206134935,0.9,0.81,0.789,0.758,0.755,nan,nan,nan
oracle_wcp,S1,20260900,1.0368335400848758,0.9176,2.0736670801697517,2.490807803921935,0.97,0.918,0.916,0.898,0.886,214.95688453806918,10.975392545386146,0.0
split_cp,S1,20260901,0.7820762955069054,0.8078,1.5641525910138105,2.7063757986074855,0.884,0.803,0.818,0.779,0.755,nan,nan,nan
oracle_wcp,S1,20260901,0.934797495680801,0.883,1.869594991361602,2.5483430197456096,0.942,0.889,0.888,0.865,0.831,214.57890735124718,10.695899878621722,0.0
split_cp,S1,20260902,0.7612911989675936,0.7966,1.522582397935187,2.8335910675266707,0.899,0.836,0.78,0.742,0.726,nan,nan,nan
oracle_wcp,S1,20260902,1.0009635163323998,0.8984,2.0019270326647995,2.5985454105551273,0.958,0.932,0.893,0.862,0.847,206.63643729304172,10.983344934945622,0.0
split_cp,S1,20260903,0.7782312124078072,0.8108,1.5564624248156143,2.790118317529306,0.922,0.831,0.785,0.76,0.756,nan,nan,nan
oracle_wcp,S1,20260903,0.9266386180869473,0.8722,1.8532772361738945,2.6101420970382896,0.953,0.888,0.85,0.841,0.829,200.71423514386737,10.827909672366228,0.0
split_cp,S1,20260904,0.767432495888767,0.7896,1.5348649917775339,2.86304434894039,0.911,0.808,0.758,0.754,0.717,nan,nan,nan
oracle_wcp,S1,20260904,0.923093974668191,0.8674,1.846187949336382,2.645125299968693,0.959,0.879,0.85,0.841,0.808,209.15227502164907,10.978755175788958,0.0
split_cp,S1,20260905,0.7287150857972386,0.776,1.4574301715944777,2.894617724543116,0.888,0.803,0.763,0.738,0.688,nan,nan,nan
oracle_wcp,S1,20260905,0.9029724990553089,0.8624,1.8059449981106177,2.6176026971514426,0.945,0.873,0.866,0.823,0.805,208.51587934908494,10.745789484163087,0.0
split_cp,S1,20260906,0.7767677069339716,0.8162,1.553535413867943,2.731314969669549,0.932,0.832,0.803,0.757,0.757,nan,nan,nan
oracle_wcp,S1,20260906,1.1160967727385283,0.9352,2.2321935454770565,2.594509363193972,0.988,0.949,0.93,0.896,0.913,217.10174336107644,10.905498221926255,0.0
split_cp,S1,20260907,0.7025191949598873,0.7638,1.4050383899197743,2.8715322561689316,0.888,0.778,0.753,0.71,0.69,nan,nan,nan
oracle_wcp,S1,20260907,0.9666768454679836,0.8976,1.9333536909359672,2.5331692854183423,0.972,0.907,0.876,0.867,0.866,208.6115564599351,10.920739301244085,0.0
split_cp,S1,20260908,0.8369395321789177,0.8324,1.6738790643578356,2.6828185759641414,0.936,0.871,0.808,0.789,0.758,nan,nan,nan
oracle_wcp,S1,20260908,1.0299831165930922,0.9084,2.0599662331861843,2.57256775989364,0.975,0.939,0.889,0.869,0.87,211.34746119425603,10.987933380481913,0.0
split_cp,S1,20260909,0.7674894723028236,0.7996,1.5349789446056474,2.7905197962743378,0.915,0.804,0.769,0.764,0.746,nan,nan,nan
oracle_wcp,S1,20260909,1.1022521832293395,0.9326,2.204504366458679,2.5946681789613435,0.982,0.919,0.916,0.93,0.916,209.8226109179925,10.960419478208788,0.0
split_cp,S1,20260910,0.7419535117863149,0.784,1.48390702357263,2.794230661708091,0.895,0.808,0.754,0.747,0.716,nan,nan,nan
oracle_wcp,S1,20260910,0.9305016417283659,0.8748,1.8610032834567318,2.540286077113771,0.948,0.895,0.856,0.847,0.828,208.53685076334705,10.626452365765521,0.0
split_cp,S1,20260911,0.7446450363580741,0.786,1.4892900727161482,2.8565495914275068,0.909,0.781,0.764,0.747,0.729,nan,nan,nan
oracle_wcp,S1,20260911,1.0411913562253916,0.9108,2.082382712450783,2.5953025768480447,0.974,0.921,0.904,0.884,0.871,215.55322425816348,10.913898131663249,0.0
split_cp,S1,20260912,0.7570509190149592,0.7868,1.5141018380299187,2.818438892242346,0.899,0.823,0.751,0.734,0.727,nan,nan,nan
oracle_wcp,S1,20260912,0.9332024688009427,0.878,1.8664049376018854,2.59115388405306,0.957,0.904,0.861,0.837,0.831,191.22880053472534,10.809681565354465,0.0
split_cp,S1,20260913,0.8238913482436803,0.8146,1.647782696487361,2.756470172289038,0.927,0.833,0.816,0.788,0.709,nan,nan,nan
oracle_wcp,S1,20260913,1.0960551630798168,0.9212,2.192110326159633,2.6095806776802646,0.981,0.934,0.916,0.9,0.875,211.72589486795127,11.00930419332592,0.0
split_cp,S1,20260914,0.7696053484458022,0.7974,1.5392106968916046,2.807348805332352,0.911,0.838,0.783,0.735,0.72,nan,nan,nan
oracle_wcp,S1,20260914,0.9731637451203831,0.89,1.9463274902407661,2.5818377714608483,0.967,0.92,0.883,0.854,0.826,201.53856316256002,10.998429981926712,0.0
split_cp,S1,20260915,0.8431861675804314,0.8334,1.6863723351608628,2.658947748491591,0.935,0.853,0.812,0.803,0.764,nan,nan,nan
oracle_wcp,S1,20260915,1.0502548240669514,0.913,2.1005096481339027,2.553295153993194,0.972,0.936,0.905,0.894,0.858,206.3551535904415,10.902018201914528,0.0
split_cp,S1,20260916,0.7762254259812044,0.8072,1.5524508519624087,2.753720169950189,0.913,0.831,0.782,0.777,0.733,nan,nan,nan
oracle_wcp,S1,20260916,0.9896678436678514,0.8938,1.9793356873357029,2.5400119381051485,0.967,0.907,0.876,0.887,0.832,209.57657732092403,11.009868415343064,0.0
split_cp,S1,20260917,0.8444811600525362,0.8418,1.6889623201050723,2.6618230866136385,0.933,0.863,0.825,0.813,0.775,nan,nan,nan
oracle_wcp,S1,20260917,1.0082858133258972,0.9036,2.0165716266517943,2.5792177953422497,0.971,0.926,0.889,0.887,0.845,199.86201288316317,10.956761274731676,0.0
split_cp,S1,20260918,0.7303295146678551,0.7702,1.4606590293357102,2.8621848952309157,0.885,0.795,0.728,0.729,0.714,nan,nan,nan
oracle_wcp,S1,20260918,1.0379931512501894,0.911,2.075986302500379,2.5548936861118654,0.97,0.923,0.904,0.889,0.869,202.73951280853535,10.903664862516743,0.0
split_cp,S1,20260919,0.7910117875642042,0.8074,1.5820235751284082,2.7377311495511987,0.927,0.807,0.791,0.76,0.752,nan,nan,nan
oracle_wcp,S1,20260919,1.1567494968406935,0.941,2.313498993681387,2.608046219858955,0.987,0.945,0.935,0.929,0.909,214.5226389104098,10.740561360723472,0.0
split_cp,S1,20260920,0.8244993740435985,0.8346,1.6489987480871968,2.6406867259347413,0.927,0.866,0.815,0.8,0.765,nan,nan,nan
oracle_wcp,S1,20260920,1.0199122882591811,0.9108,2.0398245765183622,2.5427456542814793,0.973,0.932,0.898,0.886,0.865,201.11159361682107,10.99483287700879,0.0
split_cp,S1,20260921,0.8086716374538645,0.813,1.617343274907729,2.77624202808486,0.925,0.818,0.82,0.758,0.744,nan,nan,nan
oracle_wcp,S1,20260921,0.9382883907088483,0.873,1.8765767814176961,2.627172770723721,0.956,0.894,0.881,0.826,0.808,203.89450497361943,10.95076261626724,0.0
split_cp,S1,20260922,0.7703049917090621,0.7946,1.5406099834181237,2.834272049430121,0.9,0.806,0.778,0.779,0.71,nan,nan,nan
oracle_wcp,S1,20260922,1.2052292169697356,0.9476,2.4104584339394712,2.683221610665056,0.981,0.964,0.95,0.945,0.898,205.21285158722714,10.797978308226986,0.0
split_cp,S1,20260923,0.8454978290572264,0.845,1.6909956581144527,2.586058921031287,0.937,0.865,0.835,0.796,0.792,nan,nan,nan
oracle_wcp,S1,20260923,1.1182175624608766,0.9364,2.236435124921753,2.5644659230197173,0.982,0.953,0.932,0.906,0.909,206.6319560796305,11.021733807995226,0.0
split_cp,S1,20260924,0.7806542362085847,0.8084,1.561308472417169,2.7147167112544985,0.901,0.817,0.801,0.757,0.766,nan,nan,nan
oracle_wcp,S1,20260924,0.9578438431510136,0.8854,1.9156876863020271,2.523794588652694,0.948,0.892,0.898,0.837,0.852,203.49098057489547,10.972693120009513,0.0
split_cp,S1,20260925,0.8798861037646408,0.8532,1.7597722075292812,2.6219341760147756,0.944,0.872,0.85,0.817,0.783,nan,nan,nan
oracle_wcp,S1,20260925,1.1748077543569415,0.9434,2.349615508713883,2.653218429570856,0.991,0.957,0.935,0.916,0.918,199.72790402193647,10.803472964706794,0.0
split_cp,S1,20260926,0.8311126810048692,0.8306,1.6622253620097385,2.65099302063253,0.939,0.845,0.796,0.786,0.787,nan,nan,nan
oracle_wcp,S1,20260926,1.0612065604565109,0.9178,2.1224131209130217,2.5337930399568034,0.974,0.929,0.905,0.885,0.896,210.18535861693084,11.01799713495118,0.0
split_cp,S1,20260927,0.7637028083629295,0.7962,1.5274056167258594,2.8139081943378734,0.896,0.814,0.778,0.757,0.736,nan,nan,nan
oracle_wcp,S1,20260927,0.9991010509866068,0.9024,1.9982021019732137,2.5881532289230162,0.962,0.912,0.899,0.867,0.872,197.03753801466485,10.99275916520792,0.0
split_cp,S1,20260928,0.7780506791475814,0.8054,1.5561013582951626,2.730410527085992,0.914,0.817,0.771,0.772,0.753,nan,nan,nan
oracle_wcp,S1,20260928,1.064563962554167,0.922,2.129127925108334,2.557396683321366,0.981,0.929,0.903,0.902,0.895,197.4761457904115,10.539638619785752,0.0
split_cp,S1,20260929,0.803707796285887,0.8104,1.6074155925717741,2.7372194281626667,0.924,0.826,0.798,0.772,0.732,nan,nan,nan
oracle_wcp,S1,20260929,1.0368338337753948,0.9082,2.0736676675507897,2.5656357090089044,0.969,0.906,0.913,0.887,0.866,202.71376600779297,11.005344370975903,0.0
